student_id,department,specialization,current_year,semester,gender,cgpa,semester_gpa,cgpa_trend,backlog_count,internal_marks_avg,assignment_submission_rate,lab_performance_score,project_score,academic_risk_score,attendance_percentage,classes_missed,attendance_trend,lms_login_frequency,course_completion_rate,video_watch_percentage,quiz_attempt_rate,study_hours_per_week,club_participation_score,hackathon_count,technical_event_participation,leadership_score,extracurricular_score,fee_delay_days,scholarship_status,financial_stress_score,mentor_meetings_count,mentor_feedback_score,intervention_history_count,counseling_sessions,communication_score,presentation_score,teamwork_score,coding_score,aptitude_score,problem_solving_score,database_score,web_development_score,ai_ml_score,cloud_score,cybersecurity_score,linkedin_profile_score,resume_score,github_activity_score,portfolio_score,certification_count,career_readiness_score,mock_interview_score,group_discussion_score,placement_readiness_score,placement_probability,internship_count,industry_project_count,open_source_contributions,motivation_score,stress_score,time_management_score,consistency_score,academic_risk_band,dropout_risk_band,placement_risk_band,recommended_intervention,recommended_career_path,recommended_certification,recommended_course_track
STU202625383,Computer Engineering,Software Engineering,Second Year,4,Male,9.35,10.0,Downward,0,93.11,85.95,100.0,93.0,8.12,86.84,6,Improving,28,100.0,100.0,87.98,24,48.77,4,4,76.59,85.75,8,Partial Scholarship,32.42,4,79.72,0,1,52.7,51.53,66.66,94.63,82.04,81.4,84.8,65.77,78.6,71.98,74.63,66.01,64.14,72.63,75.95,2,69.08,75.0,71.4,74.39,36.41,0,1,1,77.37,43.47,66.33,79.37,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202625384,AI & ML,Deep Learning,Second Year,3,Male,8.17,8.28,Stable,1,81.75,84.04,94.99,82.02,29.7,88.2,5,Stable,19,85.71,91.58,93.2,26,68.62,1,5,73.85,79.4,3,Partial Scholarship,43.62,5,63.26,0,0,85.09,74.82,91.93,83.29,75.57,74.97,71.82,75.86,78.65,72.92,87.55,57.73,88.98,68.07,77.52,0,75.2,90.4,84.67,71.42,31.56,1,2,0,69.07,55.15,81.29,72.58,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202625385,Computer Engineering,Full Stack Development,Second Year,3,Male,8.97,9.17,Stable,0,95.06,97.53,88.8,93.72,7.7,98.25,1,Improving,17,94.9,99.69,88.38,24,84.08,5,4,47.08,67.56,1,Fully Funded,50.15,4,86.4,1,1,69.64,65.1,64.35,79.98,93.16,90.79,89.64,65.83,78.38,74.27,81.53,66.44,75.93,34.98,63.82,2,73.32,82.59,70.28,79.54,39.49,1,1,0,70.31,52.4,77.73,84.28,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202625386,AI & ML,Computer Vision,Final Year,8,Male,7.86,7.64,Stable,0,75.93,76.55,72.46,85.58,21.54,83.87,7,Stable,10,78.68,76.45,68.25,14,62.6,1,5,67.91,46.2,27,No Scholarship,69.46,6,51.08,0,4,65.39,65.9,66.65,69.36,58.48,47.86,78.69,67.16,94.51,72.61,60.13,55.95,65.47,66.55,80.87,1,60.21,68.7,70.38,72.58,70.73,3,0,0,62.08,68.6,48.18,51.68,Low,Medium,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Placement Fast Track
STU202625387,Computer Engineering,Software Engineering,Final Year,7,Female,7.5,8.12,Downward,0,73.99,80.87,79.3,77.28,20.9,78.85,10,Stable,16,82.54,75.13,75.36,14,39.84,2,4,54.38,33.37,2,No Scholarship,44.75,6,56.99,1,1,68.69,53.54,53.43,76.44,71.31,71.71,57.91,62.41,69.17,68.76,73.14,56.09,61.65,62.76,70.67,0,60.52,91.76,63.86,72.87,68.84,1,0,0,48.37,41.4,60.22,48.59,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625388,Electrical Engineering,Renewable Energy,Third Year,5,Male,8.17,7.89,Downward,1,92.61,95.54,86.82,95.21,21.01,91.47,4,Stable,20,99.56,85.2,95.87,12,68.74,0,5,60.96,71.89,6,Partial Scholarship,26.26,5,71.68,0,0,85.87,74.0,84.64,71.08,81.13,84.79,79.56,97.0,75.72,90.46,67.75,94.91,86.69,55.07,82.86,2,92.19,96.05,77.96,72.7,63.22,1,2,1,60.78,59.22,60.57,58.67,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Academic Support & Catch-Up Track
STU202625389,Information Technology,Data Analytics,Third Year,5,Female,8.76,8.85,Stable,0,88.96,82.69,90.35,94.98,13.41,95.13,2,Stable,26,90.81,90.34,95.01,25,69.57,3,5,82.86,63.78,0,Partial Scholarship,11.39,5,83.03,2,0,72.51,77.51,75.92,100.0,81.47,91.86,79.62,76.69,80.25,79.38,78.05,68.8,70.58,76.71,92.53,4,88.88,84.02,79.0,81.89,79.99,1,0,0,73.05,19.12,71.51,94.87,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202625390,AI & Data Science,Business Intelligence,Second Year,3,Female,8.03,7.9,Stable,0,79.42,87.39,83.24,77.22,18.73,81.56,8,Stable,20,84.75,72.28,82.7,19,67.59,2,3,67.32,25.9,0,Partial Scholarship,40.26,5,63.5,0,1,60.41,57.83,65.1,72.53,67.71,56.27,52.52,69.6,84.33,66.99,63.21,47.57,64.63,42.55,62.57,4,80.23,79.36,57.15,69.52,32.09,2,1,1,60.2,53.92,65.34,63.28,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625391,Information Technology,Enterprise Systems,Third Year,6,Male,8.29,8.67,Stable,2,76.06,87.08,82.51,90.03,47.48,87.78,5,Stable,21,84.34,87.92,79.3,25,36.58,0,4,55.94,57.25,12,Partial Scholarship,24.19,5,66.09,0,0,54.78,57.72,49.85,76.82,80.44,84.02,66.86,74.89,62.99,68.9,63.71,41.79,61.02,47.46,75.42,3,67.1,68.79,56.56,58.06,47.06,0,0,2,71.92,60.58,53.07,70.57,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625392,Computer Engineering,Software Engineering,Third Year,6,Male,8.05,8.17,Stable,0,85.06,91.82,84.6,64.82,12.79,86.5,6,Stable,13,95.66,84.16,90.67,22,93.17,3,4,74.4,65.26,4,Partial Scholarship,40.46,5,71.88,0,0,62.38,57.25,71.72,78.78,91.06,83.64,76.5,76.99,64.28,67.44,74.07,61.46,86.0,65.55,68.02,6,94.61,79.21,74.57,76.67,71.87,1,1,0,68.54,43.64,53.2,71.92,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202625393,AI & ML,Computer Vision,First Year,2,Male,9.54,10.0,Downward,0,88.2,90.51,97.94,96.28,7.96,98.64,1,Stable,20,100.0,84.52,92.37,26,44.65,2,4,54.58,54.91,9,Fully Funded,49.53,4,93.09,1,0,62.91,64.01,52.24,86.45,96.25,96.8,84.47,50.67,65.64,79.11,81.36,70.33,65.28,44.15,64.94,1,67.53,88.7,61.59,71.09,38.08,0,0,0,71.68,52.48,71.24,79.13,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202625394,AI & Data Science,Big Data Engineering,Final Year,8,Female,9.14,8.88,Stable,0,72.26,94.83,90.01,85.4,9.45,95.98,2,Stable,17,85.37,89.77,89.42,18,83.7,3,2,99.55,75.82,0,Partial Scholarship,23.01,5,79.52,1,0,78.31,81.3,74.43,66.19,83.7,72.41,76.66,52.63,81.79,65.04,80.19,80.89,79.54,47.37,65.58,3,80.09,64.81,90.52,83.81,84.04,3,1,0,69.21,21.29,70.82,91.33,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Entrepreneurship Track
STU202625395,AI & ML,Computer Vision,Third Year,5,Male,7.14,6.62,Stable,0,70.28,68.69,70.76,73.29,22.26,82.08,8,Stable,17,78.61,67.67,67.22,12,54.17,1,3,44.03,63.46,1,No Scholarship,16.34,6,56.74,0,1,56.09,50.17,59.21,67.28,51.4,58.19,46.26,41.85,65.21,43.43,63.91,61.13,52.25,40.34,54.08,2,59.08,63.75,58.87,61.7,58.91,2,0,0,50.67,47.62,55.86,52.72,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625396,AI & ML,Machine Learning,Final Year,8,Male,7.63,7.65,Stable,1,77.83,81.9,81.65,67.81,33.18,88.77,5,Improving,14,88.65,76.82,88.44,20,36.33,0,3,64.5,53.86,24,No Scholarship,49.4,5,59.86,0,0,56.56,57.07,54.44,68.95,57.87,62.04,62.65,69.36,69.37,53.83,52.91,63.96,55.78,56.11,59.71,4,71.86,69.27,59.54,50.98,43.46,0,0,0,55.0,66.2,61.45,73.86,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625397,Computer Engineering,Cloud Computing,Third Year,5,Female,7.94,7.92,Stable,1,81.91,82.35,92.06,75.2,29.69,82.46,8,Stable,14,94.51,77.67,89.34,24,47.08,0,2,49.87,54.26,1,No Scholarship,70.23,5,66.63,1,2,51.41,49.8,61.63,61.41,61.72,48.16,69.76,47.16,57.65,46.3,64.49,64.44,62.61,46.12,61.59,2,68.05,72.07,53.64,49.12,50.3,0,2,0,55.63,71.02,44.0,71.33,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625398,AI & Data Science,Big Data Engineering,Final Year,7,Male,9.78,9.62,Downward,0,85.7,87.58,91.55,93.27,4.42,94.83,2,Stable,18,95.36,89.53,95.32,25,92.04,1,6,74.88,100.0,0,Partial Scholarship,4.94,4,82.01,1,0,94.9,88.32,81.96,99.99,86.35,93.21,86.99,72.55,93.51,81.03,85.2,79.38,79.44,80.48,84.44,0,73.65,100.0,82.23,82.59,91.09,1,0,1,80.58,32.94,72.44,70.28,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202625399,AI & ML,Machine Learning,First Year,1,Female,9.37,10.0,Downward,0,87.32,99.78,100.0,82.32,10.8,90.28,4,Improving,19,93.27,100.0,100.0,25,60.23,0,4,71.31,79.17,0,Partial Scholarship,24.34,4,86.39,0,1,67.49,63.59,63.49,77.82,89.16,85.0,66.52,43.18,71.89,55.49,68.76,90.49,73.14,40.5,56.76,1,68.73,85.38,67.85,66.91,38.67,0,0,0,75.39,36.09,70.53,79.16,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625400,Information Technology,Enterprise Systems,Third Year,6,Female,8.75,8.93,Upward,0,83.14,92.4,92.81,79.49,11.18,90.38,4,Stable,26,88.54,84.58,94.4,31,69.08,0,2,52.94,46.2,0,Partial Scholarship,22.36,5,77.79,0,1,71.61,73.47,65.64,65.15,92.89,80.93,93.08,53.38,75.82,77.83,72.28,67.71,81.3,43.34,61.62,4,80.55,67.28,66.97,61.03,69.21,0,0,0,71.67,31.1,72.11,85.51,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202625401,Information Technology,Information Security,First Year,1,Male,8.64,8.21,Upward,0,82.09,93.25,85.16,79.47,13.06,89.98,5,Stable,17,88.31,81.7,89.86,18,43.06,1,4,48.18,46.93,3,Partial Scholarship,45.8,5,59.23,0,1,53.71,51.41,47.7,88.43,79.95,82.54,73.39,70.08,60.53,71.04,75.38,48.02,53.55,46.84,70.05,2,66.6,72.97,57.84,64.93,32.66,0,1,0,71.63,62.73,59.59,76.9,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202625402,AI & ML,Deep Learning,First Year,2,Female,9.82,9.63,Downward,0,82.17,96.87,92.97,87.8,9.06,85.46,7,Stable,22,94.9,93.26,98.09,20,62.78,1,3,65.3,69.5,8,Partial Scholarship,31.86,4,76.92,0,0,74.34,77.57,67.59,74.51,82.18,76.54,77.46,45.95,67.01,67.46,68.23,72.11,74.8,31.07,57.06,2,79.8,74.19,64.78,60.51,38.22,0,3,1,84.3,41.24,87.65,79.49,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625403,Electronics & Telecommunication,Signal Processing,Second Year,4,Male,7.57,7.27,Stable,0,71.08,83.61,70.91,69.61,24.82,83.57,7,Stable,13,78.43,77.78,73.57,22,59.95,1,6,49.98,56.68,0,No Scholarship,43.94,6,51.87,1,0,74.94,71.32,76.77,63.49,63.3,60.57,75.5,61.56,70.11,85.02,83.09,66.13,56.78,50.37,61.12,2,64.15,67.49,69.58,61.37,31.37,1,1,0,59.58,58.43,53.87,67.41,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625404,Electrical Engineering,Power Systems,Second Year,3,Female,7.52,7.4,Downward,1,79.95,76.99,74.19,76.71,30.1,82.49,8,Improving,19,80.93,76.45,81.44,20,82.99,3,5,63.97,74.99,1,No Scholarship,24.07,5,69.29,1,0,64.47,53.03,55.04,78.42,54.38,67.83,73.98,66.06,41.84,71.07,75.03,55.14,65.48,58.3,60.74,3,70.81,79.04,57.39,66.02,29.08,1,0,1,58.11,37.08,48.28,58.39,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625405,Information Technology,Information Security,Final Year,7,Female,9.0,9.06,Stable,0,88.85,94.77,86.61,97.43,15.51,92.03,4,Stable,17,93.65,97.7,85.3,19,91.25,1,6,83.24,80.68,5,Partial Scholarship,45.37,5,74.94,0,0,73.94,80.23,75.09,83.74,74.9,73.42,86.4,66.43,66.08,73.56,95.48,65.64,87.73,51.19,72.43,2,77.78,82.26,80.29,78.84,74.53,2,1,2,68.25,27.74,65.11,73.25,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Entrepreneurship Track
STU202625406,Computer Engineering,Software Engineering,Second Year,3,Male,8.65,8.58,Stable,0,86.6,95.83,78.07,77.26,7.96,90.86,4,Stable,24,90.82,90.59,77.4,26,34.56,2,3,59.54,45.25,4,Partial Scholarship,31.25,5,69.44,2,0,51.05,58.27,52.1,66.19,85.0,71.18,62.02,62.57,62.48,67.63,63.11,59.47,58.35,38.74,49.02,3,66.39,83.53,60.5,62.91,33.94,0,1,1,75.95,55.08,69.77,82.2,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625407,Mechanical Engineering,Thermal Engineering,Third Year,6,Male,7.39,7.54,Downward,0,67.54,82.8,82.13,69.15,22.35,81.34,8,Stable,17,76.9,65.58,75.65,15,61.33,2,2,48.41,43.9,4,No Scholarship,32.1,6,54.76,1,0,61.68,54.81,62.62,34.37,61.33,48.23,57.75,44.77,33.65,58.99,53.21,48.92,56.21,21.47,51.2,0,43.35,42.0,67.37,56.54,58.48,2,0,0,53.23,37.62,48.12,41.91,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625408,Electronics & Telecommunication,IoT,Final Year,7,Female,8.74,8.42,Stable,0,88.15,86.5,90.82,84.31,13.5,82.65,8,Improving,22,91.67,74.24,90.47,24,84.1,2,8,86.75,77.41,12,Partial Scholarship,47.34,5,73.71,1,0,86.2,93.48,86.01,47.63,91.28,75.0,85.62,84.69,90.0,82.54,85.14,70.59,63.47,64.07,80.51,2,80.73,70.14,97.51,69.47,72.48,1,3,0,70.31,50.98,64.97,69.26,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Research & Innovation Track
STU202625409,Civil Engineering,Transportation Engineering,Final Year,7,Male,9.04,9.02,Stable,1,84.97,86.48,79.47,79.24,26.43,91.68,4,Stable,15,91.7,89.18,89.03,19,68.42,4,6,63.24,66.19,1,Partial Scholarship,46.13,5,59.55,0,0,67.92,65.37,77.57,63.11,81.71,75.76,71.51,56.22,36.63,62.56,75.03,63.86,72.5,49.58,72.9,5,90.53,79.91,68.91,76.7,70.92,2,2,0,62.76,49.75,77.81,78.96,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Placement Fast Track
STU202625410,Computer Engineering,Cloud Computing,First Year,1,Female,10.0,10.0,Upward,0,85.75,90.2,96.15,97.47,4.55,93.81,3,Stable,24,93.83,94.73,96.78,29,59.47,1,3,73.93,96.27,0,Partial Scholarship,14.86,4,89.93,0,0,82.33,84.59,78.75,80.01,74.8,69.34,87.97,62.05,37.89,72.0,69.37,83.86,86.38,57.22,77.37,6,100.0,82.67,78.13,64.77,41.52,0,0,0,87.99,28.25,92.16,98.35,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Research & Innovation Track
STU202625411,Electronics & Telecommunication,Signal Processing,First Year,2,Male,8.44,8.5,Stable,2,84.56,87.33,86.88,82.27,44.73,84.16,7,Stable,17,85.29,80.57,89.89,24,56.12,0,3,38.53,41.58,3,Partial Scholarship,34.1,5,65.05,0,1,72.4,68.77,51.36,77.1,81.88,82.59,69.04,65.69,44.75,62.81,84.94,66.8,77.08,57.27,71.68,3,78.37,81.69,59.68,64.1,28.51,0,0,2,79.85,79.27,68.38,86.98,Medium,Medium,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625412,Information Technology,Information Security,First Year,2,Male,8.75,9.03,Stable,0,88.58,90.58,85.96,77.09,13.5,89.75,5,Improving,14,96.26,86.93,82.69,32,41.09,0,3,77.47,70.49,6,Fully Funded,64.37,5,85.14,1,5,63.33,63.43,54.18,71.12,68.49,72.64,70.61,39.17,33.1,48.97,58.33,63.22,63.66,25.14,59.44,2,61.71,59.57,82.28,55.45,32.23,0,0,1,58.92,61.88,59.51,85.39,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625413,Mechanical Engineering,CAD/CAM,First Year,1,Female,8.55,8.23,Stable,1,93.27,91.87,72.09,82.01,19.55,88.97,5,Stable,19,90.36,81.92,88.91,23,63.7,3,4,55.71,62.81,0,Partial Scholarship,26.69,5,58.81,1,2,60.28,57.5,61.99,73.07,75.29,78.32,68.03,29.11,50.95,64.61,70.81,55.87,74.38,68.27,65.04,3,71.8,67.54,53.88,63.96,31.38,0,0,1,55.89,54.2,61.29,79.97,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625414,AI & ML,Deep Learning,Second Year,4,Male,9.32,9.3,Stable,0,90.39,97.59,93.73,85.89,8.69,91.98,4,Stable,20,91.51,97.9,86.8,17,62.88,0,5,51.8,62.24,1,Partial Scholarship,25.75,5,82.58,0,0,54.98,53.62,40.0,86.84,63.73,74.55,78.94,63.11,77.12,76.08,64.95,62.98,60.72,74.93,75.58,2,67.52,78.56,57.16,63.04,33.38,0,2,0,60.5,30.24,75.67,82.08,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202625415,AI & ML,Deep Learning,Third Year,6,Female,7.3,7.15,Stable,1,74.17,78.55,80.55,63.52,34.63,84.71,7,Stable,10,76.46,84.74,78.68,17,53.1,1,5,71.44,52.2,0,No Scholarship,45.24,6,56.73,0,0,68.19,71.82,52.26,67.33,51.19,59.34,61.92,60.77,82.56,71.79,63.06,62.73,68.23,45.94,59.37,2,67.94,72.97,79.69,59.93,48.28,1,0,1,52.34,39.86,49.79,49.93,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625416,Civil Engineering,Environmental Engineering,First Year,1,Male,8.63,8.59,Upward,2,79.45,90.8,88.07,99.42,48.5,87.37,6,Stable,14,83.32,68.76,80.63,22,46.86,3,7,70.76,40.68,2,Fully Funded,50.62,5,59.44,1,3,81.29,82.98,73.05,66.12,89.18,81.5,76.88,65.15,74.0,64.72,98.34,82.21,84.13,76.01,85.23,1,80.77,77.24,73.55,70.67,29.1,0,2,1,54.19,66.68,48.12,87.56,Medium,Medium,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Research & Innovation Track
STU202625417,Information Technology,Enterprise Systems,Second Year,3,Male,9.25,8.79,Stable,0,92.06,91.07,96.84,72.94,7.86,100.0,0,Improving,24,100.0,90.57,96.6,32,76.07,0,4,78.45,86.5,3,Partial Scholarship,44.7,5,83.35,0,1,71.23,77.1,69.54,84.76,89.41,80.21,72.4,64.48,51.06,73.55,63.05,91.93,54.08,55.63,62.95,0,62.23,97.35,74.02,80.16,39.69,2,1,0,77.31,44.53,74.93,80.62,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Entrepreneurship Track
STU202625418,AI & ML,Machine Learning,Second Year,3,Female,8.3,8.76,Stable,1,87.1,94.8,92.38,80.64,24.19,88.06,5,Stable,22,84.65,77.79,78.22,19,71.82,0,5,59.32,56.73,2,Partial Scholarship,24.6,5,76.45,0,0,66.05,71.99,75.99,86.87,76.96,82.79,65.92,67.58,83.83,67.06,60.06,91.2,64.27,59.23,71.78,2,80.54,81.54,58.82,61.31,30.97,0,2,0,63.93,35.31,63.12,70.83,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202625419,Computer Engineering,Cloud Computing,Third Year,5,Male,8.44,8.26,Stable,0,79.57,85.72,80.66,81.67,14.5,83.65,7,Improving,15,78.45,62.81,88.3,13,54.0,0,3,50.34,63.26,2,Partial Scholarship,34.43,5,57.38,0,0,51.73,55.15,52.56,82.49,83.09,73.38,69.87,66.12,84.81,85.66,72.66,47.35,59.23,71.55,69.65,3,68.34,71.01,64.06,62.36,64.73,0,0,0,55.38,29.38,63.69,62.06,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202625420,AI & Data Science,Big Data Engineering,Final Year,8,Female,9.12,9.09,Stable,0,91.85,95.32,100.0,81.56,9.95,84.49,7,Stable,19,91.53,87.08,89.13,20,73.33,2,6,65.46,75.74,2,Partial Scholarship,30.41,5,62.93,0,1,70.11,64.99,76.07,90.15,75.88,78.73,71.57,76.51,85.86,80.84,79.83,77.14,69.77,71.24,72.62,3,85.2,82.82,68.05,82.29,82.92,2,2,0,70.34,42.7,68.05,79.57,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202625421,Information Technology,Information Security,Final Year,8,Female,8.51,8.48,Stable,1,78.8,90.7,93.01,73.26,34.13,86.58,6,Stable,18,89.42,79.5,93.67,22,55.79,0,6,63.07,40.37,0,Fully Funded,56.74,5,70.97,0,0,66.42,69.1,58.54,73.38,77.35,68.1,73.29,80.9,77.88,65.12,71.91,55.41,72.13,51.74,70.05,1,65.32,83.23,55.56,72.85,64.35,2,0,1,50.32,70.92,68.71,70.46,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202625422,Information Technology,Information Security,Third Year,6,Female,8.51,8.23,Upward,1,71.73,85.28,90.84,82.7,26.83,93.82,3,Improving,16,96.04,84.03,86.27,22,60.86,0,3,61.38,53.31,12,Partial Scholarship,35.64,5,75.83,0,0,63.39,51.69,65.05,62.26,74.13,63.08,61.49,53.51,63.73,60.87,72.28,61.64,71.24,43.32,69.55,2,67.22,76.76,69.22,61.5,66.24,1,0,2,68.59,58.14,66.43,69.51,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625423,Electronics & Telecommunication,IoT,Third Year,6,Female,7.96,8.23,Upward,0,72.98,77.09,74.79,74.39,25.61,89.62,5,Stable,15,83.26,81.31,81.5,15,74.77,1,2,63.27,60.45,12,No Scholarship,78.02,5,72.74,1,1,46.87,52.48,47.31,42.73,62.43,60.44,47.67,40.24,20.18,48.93,60.71,71.36,55.9,40.49,53.77,0,45.05,41.65,60.11,44.63,53.87,0,0,0,48.19,57.28,50.96,70.65,Low,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202625424,Information Technology,Information Security,Third Year,5,Male,7.4,7.43,Stable,2,75.6,82.03,83.43,84.5,46.91,84.0,7,Declining,14,78.28,70.61,71.83,22,47.93,4,4,58.97,75.04,8,No Scholarship,48.11,6,69.09,0,0,53.43,63.46,52.69,57.54,54.3,57.56,66.1,52.76,50.17,74.67,74.42,61.2,51.81,45.63,56.0,0,44.33,60.4,49.44,53.27,37.7,0,0,2,54.82,54.82,42.68,58.54,Medium,Medium,High,Intensive Bootcamp & Placement Officer Matching,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202625425,Information Technology,Enterprise Systems,Third Year,6,Female,8.38,8.61,Stable,0,75.15,86.42,82.98,91.02,18.57,82.58,8,Declining,18,81.01,73.22,92.12,27,60.38,2,4,44.31,43.87,2,Partial Scholarship,48.9,5,63.76,0,0,54.81,57.91,47.13,96.85,73.56,75.43,75.14,76.58,98.13,86.8,80.5,56.08,79.05,72.44,78.9,5,94.11,94.55,60.8,73.22,70.2,0,2,1,65.02,42.37,61.84,75.82,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202625426,Electrical Engineering,Electric Vehicles,Third Year,6,Male,8.49,7.8,Stable,0,81.05,93.86,98.96,83.41,11.64,89.7,5,Declining,18,95.24,93.06,91.27,27,69.33,2,4,69.65,75.3,0,Partial Scholarship,31.18,5,72.01,0,2,85.76,77.62,74.24,71.31,69.61,81.14,64.97,74.56,49.99,66.17,76.65,80.94,76.63,36.4,69.31,2,80.26,78.48,78.05,71.38,76.3,1,1,0,73.79,52.52,63.14,78.82,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Placement Fast Track
